X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,StationName,Date,DoW,Month,Year,Agency,NO,ExtCount,AADT,Count_AM,Count_PM,Count_OP,Count_PMPK
786.534,440.238,326.034,259.722,277.221,463.263,722.985,1223.088,1962.651,2958.252,3907.803,4360.014,4506.453,4679.601,4438.299,4587.501,4223.706,4220.022,3655.449,2882.73,2233.425,1705.692,1028.757,646.542,R093N,6/2/2024,6,6,2024,,15616,1,56495.982,3185.739,13249.506,40060.737,4223.706
425.04,295.596,229.908,373.842,975.66,1872.108,2799.468,3591.588,3448.62,3434.13,3582.894,3786.72,3905.538,3949.008,4096.806,4489.968,4773.006,4452.294,3207.12,2384.088,1730.106,1306.032,906.108,639.492,R093N,6/3/2024,0,6,2024,,15616,1,60655.14,7040.208,13359.78,40255.152,4773.006
332.332,305.305,243.243,401.401,1028.027,1982.981,3035.032,3823.82,3735.732,3401.398,3426.423,3711.708,3978.975,3935.932,4179.175,4685.681,5144.139,4861.857,3557.554,2493.491,1897.896,1419.418,947.947,663.663,R093N,6/4/2024,1,6,2024,,15616,1,63193.13,7559.552,14008.995,41624.583,5144.139
359.64,278.721,274.725,385.614,1033.965,2061.936,3101.895,4007.988,3864.132,3694.302,3794.202,4035.96,4291.704,4306.689,4629.366,4791.204,5356.638,4928.067,3715.281,2942.055,2292.705,1734.264,1098.9,703.296,R093N,6/5/2024,2,6,2024,,15616,1,67683.249,7872.12,14777.208,45033.921,5356.638
478.24,254.736,272.304,381.616,1044.32,1975.424,2967.04,3825.92,3705.872,3640.48,3771.264,4074.8,4335.392,4395.904,4664.304,5006.88,5129.856,4905.376,3874.72,3301.808,2538.576,2012.512,1285.392,836.432,R093N,6/6/2024,3,6,2024,,15616,1,68679.168,7531.792,14801.04,46346.336,5129.856
523.908,320.628,262.416,387.156,798.336,1573.572,2520.672,3548.16,3699.696,3890.04,4110.876,4532.22,4662.504,4833.444,5051.508,5194.728,5281.584,5023.788,4496.184,3545.388,2971.584,2358.048,1767.612,1179.024,R093N,6/7/2024,4,6,2024,,15616,1,72533.076,7247.856,15527.82,49757.4,5281.584
676.368,406.504,297.192,257.054,349.286,727.608,1291.248,2093.154,3147.844,4109.448,4813.998,4765.32,4773.006,4527.054,4578.294,4724.328,4556.944,4219.614,3809.694,3316.936,2783.186,2438.17,1875.384,1386.896,R093N,6/8/2024,5,6,2024,,15616,1,65924.53,5240.998,13859.566,46823.966,4556.944
888.765,545.232,373.005,244.986,292.878,490.893,836.268,1421.103,2327.367,3508.089,4483.428,4859.196,5253.384,5142.864,4966.953,5056.29,4721.967,5100.498,4366.461,3822.15,3040.221,2291.448,1584.12,963.366,R093N,6/9/2024,6,6,2024,,15616,1,66580.932,3748.47,14745.21,48087.252,4721.967
573.804,420.21,283.038,401.856,1024.926,2040.192,2906.694,3673.698,3623.466,3496.92,3754.842,4189.542,4119.99,4244.604,4363.422,4718.91,5071.5,4645.494,3469.872,2743.44,2145.486,1496.334,1141.812,771.834,R093N,6/10/2024,0,6,2024,,15616,1,65321.886,7297.164,14153.832,43870.89,5071.5
466.466,326.326,271.271,393.393,1033.032,2105.103,3166.163,3858.855,3900.897,3607.604,3861.858,3846.843,4274.27,4263.259,4665.661,4958.954,5356.351,5062.057,3800.797,2761.759,2119.117,1496.495,1035.034,668.668,R093N,6/11/2024,1,6,2024,,15616,1,67300.233,7759.752,14980.966,44559.515,5356.351
437.562,268.731,293.706,359.64,1063.935,2043.954,3093.903,3966.03,3868.128,3853.143,3796.2,4172.823,4337.658,4472.523,4607.388,4953.042,5354.64,4992.003,3806.19,3024.972,2496.501,1791.207,1294.704,729.27,R093N,6/12/2024,2,6,2024,,15616,1,69077.853,7834.158,14915.07,46328.625,5354.64
432.368,332.816,276.208,382.592,1019.92,2004.704,2983.632,3904,3846.416,3740.032,4014.288,4352.96,4719.936,4736.528,4841.936,5349.456,5536.848,5379.712,4004.528,3537.024,2721.088,2043.744,1384.944,861.808,R093N,6/13/2024,3,6,2024,,15616,1,72407.488,7750.416,15728.24,48928.832,5536.848
491.568,330.792,263.34,387.156,863.94,1605.912,2491.104,3419.724,3817.044,3987.06,4341.876,4754.904,5058.9,5084.772,5476.548,5229.84,5098.632,5223.372,4636.632,3883.572,3213.672,2370.984,1740.816,1230.768,R093N,6/14/2024,4,6,2024,,15616,1,75002.928,7236.768,15805.02,51961.14,5098.632
640.5,406.504,271.572,266.448,346.724,696.864,1210.972,1954.806,3058.174,4012.092,4694.438,5042.016,5058.242,5100.088,4848.158,4997.608,4503.142,4410.056,4037.712,3277.652,3019.744,2573.956,1773.758,1266.482,R093N,6/15/2024,5,6,2024,,15616,1,67467.708,5012.98,14348.908,48105.82,4503.142
795.744,478.92,331.56,259.722,309.456,519.444,846.399,1512.282,2498.673,3642.555,4821.435,5343.642,5374.956,5435.742,5442.189,5371.272,5520.474,5038.791,4648.287,4108.581,3518.22,2499.594,1623.723,825.216,R093N,6/16/2024,6,6,2024,,15616,1,70766.877,4010.955,16333.935,50421.987,5520.474
520.674,320.712,274.344,432.768,1022.028,1998.654,2833.278,3679.494,3420.606,3556.812,3605.112,4162.494,4314.156,4353.762,4576.908,4765.278,5277.258,4713.114,3637.956,2593.71,2038.26,1506.96,967.932,696.486,R093N,6/17/2024,0,6,2024,,15616,1,65268.756,7100.1,14619.444,43549.212,5277.258
434.434,306.306,290.29,402.402,1055.054,2092.09,2986.984,3913.91,3598.595,3689.686,3774.771,4240.236,4321.317,4423.419,4633.629,4939.935,5220.215,5017.012,3835.832,3128.125,2433.431,1743.742,1188.187,813.813,R093N,6/18/2024,1,6,2024,,15616,1,68483.415,7512.505,14793.779,46177.131,5220.215
453.546,317.682,267.732,368.631,1010.988,1955.043,2830.167,3421.575,3733.263,4276.719,4631.364,4821.174,4821.174,4927.068,4924.071,5314.68,5564.43,5183.811,4085.91,3168.828,2681.316,2043.954,1240.758,902.097,R093N,6/19/2024,2,6,2024,,15616,1,72945.981,7154.838,15803.181,49987.962,5564.43
492.88,289.872,275.232,379.664,1042.368,1942.24,2997.296,3768.336,3789.808,3787.856,4256.336,4532.544,4544.256,4675.04,4925.872,5173.776,5211.84,5149.376,4040.64,3348.656,2728.896,2101.328,1398.608,1065.792,R093N,6/20/2024,3,6,2024,,15616,1,71918.512,7558.144,15311.488,49048.88,5211.84
541.464,314.16,297.528,401.016,879.648,1577.268,2394.084,3330.096,3489.024,3968.58,4498.032,4984.98,4749.36,5045.04,5056.128,5075.532,4969.272,4236.54,4597.824,3857.7,2989.14,2243.472,1762.992,1092.168,R093N,6/21/2024,4,6,2024,,15616,1,72351.048,6819.12,15100.932,50430.996,4969.272
653.31,353.556,280.966,298.046,434.686,754.936,1226.344,2105.964,3123.078,4211.074,4351.984,4750.802,4934.412,4692.73,4867.8,4696.146,4518.514,4173.498,3628.646,3215.31,2888.228,2410.842,1833.538,1528.66,R093N,6/22/2024,5,6,2024,,15616,1,65933.07,5229.042,14082.46,46621.568,4518.514
1131.909,565.494,342.612,260.643,316.824,499.182,833.505,1441.365,2320.92,3509.01,4423.563,5027.739,5313.249,5269.962,4989.057,5163.126,5059.974,4527.636,4195.155,3727.287,3093.639,2239.872,1553.727,900.738,R093N,6/23/2024,6,6,2024,,15616,1,66706.188,3762.285,15212.157,47731.746,5059.974
576.702,321.678,265.65,399.924,1032.654,2019.906,2718.324,3525.9,3471.804,3693.984,4014.696,4340.238,4494.798,4256.196,4460.022,4801.02,5067.636,4742.094,3659.208,2878.68,2291.352,1609.356,1097.376,749.616,R093N,6/24/2024,0,6,2024,,15616,1,66488.814,6997.704,14328.678,45162.432,5067.636
479.479,284.284,270.27,393.393,1051.05,2098.096,2982.98,3841.838,3655.652,3665.662,3930.927,4249.245,4480.476,3926.923,4406.402,4868.864,5222.217,4913.909,3721.718,2987.985,2382.38,1723.722,1158.157,761.761,R093N,6/25/2024,1,6,2024,,15616,1,67457.39,7497.49,14497.483,45462.417,5222.217
460.539,305.694,288.711,397.602,1062.936,2059.938,2955.042,3855.141,3504.492,3686.31,3902.094,4283.712,4519.476,4493.502,4743.252,4319.676,3297.699,4267.728,3487.509,2899.098,2253.744,1579.419,1092.906,722.277,R093N,6/26/2024,2,6,2024,,15616,1,64438.497,7359.633,12360.627,44718.237,3297.699
408.944,328.912,266.448,396.256,970.144,1948.096,2750.368,3486.272,3539.952,3693.184,4073.824,4462.272,4506.192,4715.056,4771.664,5029.328,5555.392,5088.864,3922.544,3222.752,2648.864,1753.872,1313.696,842.288,R093N,6/27/2024,3,6,2024,,15616,1,69695.184,7026.224,15356.384,47312.576,5555.392
479.556,356.664,263.34,347.424,905.52,1595.748,2443.98,3497.34,3671.976,4256.868,4807.572,5057.976,5169.78,5176.248,5192.88,5286.204,3609.144,4505.424,4718.868,4157.076,3243.24,2524.368,1738.044,1260.336,R093N,6/28/2024,4,6,2024,,15616,1,74265.576,7169.316,14088.228,53008.032,3609.144
592.676,380.03,315.126,256.2,438.102,735.294,1250.256,2199.05,3400.628,4515.098,5332.376,5124,5110.336,5076.176,5028.352,5126.562,4954.908,4518.514,4254.628,3469.802,2952.278,2344.23,1689.212,1304.058,R093N,6/29/2024,5,6,2024,,15616,1,70367.892,5599.678,15109.822,49658.392,4954.908
930.21,528.654,364.716,325.113,375.768,545.232,868.503,1578.594,2525.382,3799.125,4951.296,5304.039,5668.755,5430.216,5234.043,5498.37,5308.644,4872.09,4521.189,3961.221,3182.976,2453.544,1772.004,1037.046,R093N,6/30/2024,6,6,2024,,15616,1,71036.73,4103.976,16041.057,50891.697,5308.644
682.956,472.098,317.22,442.242,1040.295,1899.588,2758.881,3367.197,3384.924,3529.539,4046.421,4571.7,4609.02,4737.774,4770.429,4820.811,5205.207,4284.336,3719.871,3412.914,2993.997,1863.201,1238.091,835.968,R093N,7/1/2024,0,7,2024,,15616,1,69004.68,6752.121,14796.447,47456.112,5205.207
503.706,353.626,306.726,394.898,1030.862,1884.442,2808.372,3526.88,3499.678,3646.006,3965.864,4113.13,4372.956,4358.886,4445.182,4830.7,5271.56,4794.118,3422.762,3157.308,2509.15,1857.24,1376.984,880.782,R093N,7/2/2024,1,7,2024,,15616,1,67311.818,7026.558,14547.442,45737.818,5271.56
507.21,296.67,311.025,401.94,1046.001,1846.053,2722.665,3508.362,3571.524,3930.399,4477.803,4725.666,5064.444,4997.454,5102.724,5155.359,5240.532,4963.002,4461.534,4030.884,3470.082,2470.017,1755.138,1434.543,R093N,7/3/2024,2,7,2024,,15616,1,75491.031,7079.886,15498.615,52912.53,5240.532
710.52,437.1,324.57,260.4,439.89,698.43,1142.97,1816.29,2765.82,3905.07,4410.99,4205.46,4222.2,4557.93,4487.25,4138.5,3819.51,3044.82,2755.59,2361.27,2315.7,1883.25,1659.12,2065.53,R093N,7/4/2024,3,7,2024,,15616,1,58428.18,4582.11,12445.26,41400.81,3819.51
1159.67,529.55,306.16,269.67,468.14,891.78,1546.82,2438.6,3090.08,4049.5,4977.77,5220.74,5356.91,5239.43,5105.93,5078.34,4998.24,4670.72,3785.17,3260.96,2890.72,2245.47,2049.67,1305.63,R093N,7/5/2024,4,7,2024,,15616,1,70935.67,5528.68,15182.51,50224.48,4998.24
726.25,447.37,327.85,248.17,332.83,649.06,1132.95,1936.39,3041.95,4463.74,5262.2,4763.37,4707.76,4501.09,4622.27,4687.84,4714.4,4401.49,4132.57,3437.86,3121.63,2567.19,2026.86,1736.36,R093N,7/6/2024,5,7,2024,,15616,1,67989.45,4978.34,14024.51,48986.6,4714.4
1035.125,545.125,462,259.875,364,564.375,884.625,1487.5,2476.25,4004.875,5036.5,5194.875,4900,4609.5,4704,4855.375,4684.75,4987.5,5057.5,4237.625,3530.625,2477.125,1794.625,1246,R093N,7/7/2024,6,7,2024,,15616,1,69399.75,3963.75,14244.125,51191.875,4684.75
637.239,364.803,269.637,403.056,1015.104,2047.002,2824.191,3588.318,3453.033,3755.325,4191.969,4548.375,4635.144,4604.355,4613.685,4706.985,5074.587,4760.166,3695.613,2734.623,2104.848,1591.698,1150.389,747.333,R093N,7/8/2024,0,7,2024,,15616,1,67517.478,7041.351,14395.257,46080.87,5074.587
494.326,380.828,256.074,396.774,1031.8,2015.762,2872.156,3553.144,3343.97,3522.19,3814.846,3993.066,4224.752,4300.73,4361.7,4527.726,5015.486,4517.408,3624.432,2815.876,2254.014,1681.834,1161.244,750.4,R093N,7/9/2024,1,7,2024,,15616,1,64910.538,6897.114,13904.912,44108.512,5015.486
427.779,297.627,265.089,417.252,1040.259,2035.539,2906.409,3649.998,3584.922,3774.408,3956.238,4206.015,4333.296,4540.965,4649.106,4777.344,5116.122,4761.075,3737.085,3024.12,2448.963,1934.097,1218.261,755.073,R093N,7/10/2024,2,7,2024,,15616,1,67857.042,7234.92,14542.572,46079.55,5116.122
427.8,341.31,267.84,385.02,993.24,1934.4,2758.38,3544.23,3450.3,3779.52,3960.87,4353.33,4512.36,4555.14,4724.4,5028.51,5151.27,4892.73,4128.27,3422.4,2701.65,2010.66,1417.32,901.17,R093N,7/11/2024,3,7,2024,,15616,1,69642.12,6994.53,14904.18,47743.41,5151.27
485.05,335.53,309.72,404.06,890.89,1562.84,2419.02,3211.12,3535.97,3807.42,4398.38,4749.93,4731.24,4778.41,5048.08,4924.37,4875.42,4665.38,4414.4,3759.36,3410.48,2427.03,1659.85,1218.41,R093N,7/12/2024,4,7,2024,,15616,1,72022.36,6747.09,14847.87,50427.4,4875.42
608.39,447.37,302.12,270.58,404.21,745.34,1354.56,2195.35,3171.43,4219.72,4926.05,5059.68,4932.69,5056.36,4851.35,4462.91,4574.13,4263.71,3859.5,3237,2960.61,2573.83,2085.79,1373.65,R093N,7/13/2024,5,7,2024,,15616,1,67936.33,5366.78,13888.39,48681.16,4574.13
1158.5,643.125,347.375,248.5,312.375,496.125,921.375,1540,2364.25,3403.75,4416.125,4968.25,5231.625,4881.625,4826.5,4776.625,4186.875,4441.5,3955.875,3714.375,3117.625,2293.375,1690.5,1015.875,R093N,7/14/2024,6,7,2024,,15616,1,64952.125,3904.25,13790,47257.875,4186.875
814.509,534.609,303.225,438.51,1040.295,1998.486,2847.516,3424.11,3372.795,3636.834,4017.498,4278.738,4535.313,4397.229,4466.271,4876.791,5189.346,4834.806,3690.015,2701.035,2377.284,1637.415,1138.26,725.874,R093N,7/15/2024,0,7,2024,,15616,1,67276.764,6796.905,14532.408,45947.451,5189.346
475.566,318.92,269.206,369.572,1028.986,2030.77,2822.442,3607.548,3457.468,3567.214,3719.17,4081.238,4204.116,4258.52,4423.608,4597.138,4928.252,4596.2,3580.346,2552.298,2347.814,1720.292,1164.058,764.47,R093N,7/16/2024,1,7,2024,,15616,1,64885.212,7065.016,13948.998,43871.198,4928.252
444.048,274.659,280.401,367.488,1032.603,1980.99,2873.871,3724.644,3699.762,3919.872,3832.785,4457.706,4318.941,4245.252,4273.962,4813.71,5206.08,5024.25,3787.806,3131.304,2477.673,1734.084,1209.648,857.472,R093N,7/17/2024,2,7,2024,,15616,1,67969.011,7424.406,14293.752,46250.853,5206.08
494.76,343.17,273.42,438.03,1033.23,1939.98,2820.69,3531.21,3628.86,3786.96,4211.04,4206.39,4583.97,4623.96,4916.91,5106.63,5144.76,4997.82,4133.85,3202.92,2857.89,1936.26,1235.97,1011.84,R093N,7/18/2024,3,7,2024,,15616,1,70460.52,7160.07,15168.3,48132.15,5144.76
715.56,461.91,286.58,422.75,865.97,1558.39,2421.69,3291.22,3460.32,3996.1,4629.78,4790.87,4927.93,4880.76,4997.35,4828.25,5237.65,5006.25,4548.79,3819.88,3628.53,2464.41,1753.3,1131.19,R093N,7/19/2024,4,7,2024,,15616,1,74125.43,6751.54,15063.25,52310.64,5237.65
774.39,425.79,321.21,303.78,415,773.56,1318.87,2150.53,3289.29,4384.06,4958.42,4983.32,4755.9,4782.46,4870.44,4937.67,4686.18,4203.95,3764.88,3299.25,2953.14,2667.62,2056.74,1749.64,R093N,7/20/2024,5,7,2024,,15616,1,68826.09,5439.82,14494.29,48891.98,4686.18
1180.375,632.625,413,277.375,350,548.625,944.125,1582.875,2426.375,3732.75,4664.625,4898.25,5257.875,4843.125,4764.375,4759.125,4807.25,4681.25,4397.75,4008.375,3349.5,2423.75,1716.75,999.25,R093N,7/21/2024,6,7,2024,,15616,1,67659.375,4009.25,14330.75,49319.375,4807.25
715.611,360.138,303.225,426.381,982.449,1983.558,2816.727,3542.601,3508.08,3718.005,4019.364,4674.33,4517.586,4609.953,4520.385,4880.523,5247.192,4796.553,3896.208,2933.352,2325.969,1674.735,1172.781,807.045,R093N,7/22/2024,0,7,2024,,15616,1,68432.751,7050.681,14648.1,46733.97,5247.192
422.1,305.788,267.33,418.348,1013.978,1989.498,2894.668,3643.192,3525.942,3618.804,3880.506,4247.264,4247.264,4496.772,4620.588,4841.956,5153.372,4803.498,3643.192,2872.156,2243.696,1693.09,1194.074,762.594,R093N,7/23/2024,1,7,2024,,15616,1,66799.67,7169.134,14615.916,45014.62,5153.372
458.403,436.392,336.864,398.112,1007.721,2056.593,2938.947,3752.397,3638.514,3901.689,4293.102,4417.512,4468.233,4427.082,4643.364,4896.969,5287.425,4988.841,3946.668,3155.229,2472.888,1758.966,1172.325,764.643,R093N,7/24/2024,2,7,2024,,15616,1,69618.879,7390.911,14827.758,47400.21,5287.425
427.8,297.6,298.53,382.23,984.87,1937.19,2769.54,3649.32,3547.95,3702.33,4214.76,4543.98,4570.02,4586.76,4757.88,5115.93,4993.17,4962.48,4147.8,3468.9,2803.02,2033.91,1337.34,751.44,R093N,7/25/2024,3,7,2024,,15616,1,70284.75,7197.27,14866.98,48220.5,4993.17
531.33,352.44,342.65,398.72,879.32,1583.31,2265.94,3249.39,3421.16,3936.47,4570.15,4902.12,4935.05,4978.66,3711.3,4402.83,4662.71,5014.26,4691.19,3861.71,3236.93,2313.11,1716.81,1029.73,R093N,7/26/2024,4,7,2024,,15616,1,70987.29,6670.55,12776.84,51539.9,4662.71
727.08,438.24,353.58,283.86,434.92,747.83,1280.69,2211.95,3253.6,4521.84,5032.29,3671.92,4746.77,4761.71,4885.38,4593.22,4872.93,4501.92,3833.77,3269.37,3047.76,2518.22,2058.4,1455.82,R093N,7/27/2024,5,7,2024,,15616,1,67503.07,5465.55,14351.53,47685.99,4872.93
1162,742,440.125,309.75,279.125,552.125,992.25,1639.75,2456.125,3668.875,4855.375,5201,5295.5,5197.5,4964.75,4126.5,4827.375,4603.375,4319.875,3886.75,3479,2574.25,1668.625,1002.75,R093N,7/28/2024,6,7,2024,,15616,1,68244.75,4095.875,13918.625,50230.25,4827.375
661.497,348.009,296.694,375.066,1038.429,1930.377,2687.04,3347.604,3281.361,3477.291,3938.193,4230.222,4596.891,4514.787,4566.102,4676.196,4967.292,4607.154,3563.127,2579.745,2008.749,1414.428,1003.908,606.45,R093N,7/29/2024,0,7,2024,,15616,1,64716.612,6628.965,14209.59,43878.057,4967.292
402.402,259.826,263.578,350.812,1007.412,1902.264,2816.814,3391.808,3534.384,3482.794,3776.388,4115.006,4333.56,4163.782,4363.576,4751.908,5069.89,4941.384,3614.114,2683.618,2144.268,1367.604,965.202,685.678,R093N,7/30/2024,1,7,2024,,15616,1,64388.072,6926.192,14185.374,43276.506,5069.89
459.36,287.1,294.756,443.091,1015.377,1998.216,2912.151,3646.17,3662.439,3805.989,4063.422,4332.339,4479.717,4238.553,4845.291,4971.615,5241.489,4910.367,3921.786,3257.628,2504.469,1855.623,1209.648,874.698,R093N,7/31/2024,2,7,2024,,15616,1,69231.294,7308.609,15058.395,46864.29,5241.489
593.768,327.31,282.132,401.07,966.256,1941.732,2763.234,3544.168,3606.864,3821.69,4109.354,4432.976,4759.364,4479.998,4789.79,4952.984,5143.838,5035.042,4058.644,3365.3,2883.094,1912.228,1379.312,881.432,R093N,8/1/2024,3,8,2024,,15616,1,70431.58,7151.032,14886.612,48393.936,5143.838
484.329,323.472,348.963,375.333,842.082,1452.108,2390.001,3371.844,3778.821,4528.608,4909.215,4683.312,4686.828,4916.247,4884.603,4827.468,4829.226,4778.244,4881.966,4255.239,3485.235,2700.288,1744.815,1171.707,R093N,8/2/2024,4,8,2024,,15616,1,74649.954,7150.665,14541.297,52957.992,4829.226
628.002,385.308,361.956,261.042,435.348,757.272,1328.562,2327.694,3701.292,4741.29,4953.96,4974.81,4936.446,4845.54,4935.612,4659.558,4281.756,4471.074,4141.644,3679.608,3246.762,2827.26,2184.246,1684.68,R093N,8/3/2024,5,8,2024,,15616,1,70750.722,6028.986,13876.926,50844.81,4281.756
1045.131,543.222,422.799,281.28,318.198,530.037,895.701,1675.374,2702.046,4209.531,5302.128,5031.396,4937.343,4467.078,4597.17,4505.754,4466.199,4496.964,4335.228,3976.596,3451.833,2664.249,1809.861,1147.095,R093N,8/4/2024,6,8,2024,,15616,1,67812.213,4377.42,13569.123,49865.67,4466.199
649.038,352.308,300.498,396.582,1069.17,1908.492,2837.304,3546.63,3623.874,3887.634,4309.65,4699.638,4819.272,4904.994,4982.238,5070.786,5068.902,5061.366,4075.092,3631.41,2717.67,1841.61,1311.264,885.48,R093N,8/5/2024,0,8,2024,,15616,1,71950.902,7170.504,15121.926,49658.472,5068.902
445.056,293.664,283.632,395.808,1007.76,1913.376,2822.64,3491.136,3494.784,3553.152,3870.528,4207.056,4271.808,4319.232,4601.952,4716.864,5090.784,4756.08,3483.84,2994.096,2174.208,1670.784,1057.92,875.52,R093N,8/6/2024,1,8,2024,,15616,1,65791.68,6985.92,14409.6,44396.16,5090.784
598.476,301.12,300.179,399.925,1024.749,1885.764,2873.814,3655.785,3558.862,3685.897,4146.987,4207.211,4215.68,4394.47,4650.422,4947.778,5035.291,5013.648,3796.935,3232.335,2589.632,1844.36,1157.43,797.027,R093N,8/7/2024,2,8,2024,,15616,1,68313.777,7214.647,14633.491,46465.639,5035.291
594.69,319.012,313.48,404.758,982.852,1867.972,2824.086,3553.388,3558.92,3817.08,4186.802,4439.43,4631.206,4573.12,4921.636,5276.606,5224.052,5037.808,4136.092,3437.216,2751.248,2007.194,1370.092,988.384,R093N,8/8/2024,3,8,2024,,15616,1,71217.124,7112.308,15422.294,48682.522,5224.052
504.546,344.568,290.07,363.906,827.139,1497.816,2404.065,3311.193,3629.391,4031.094,4566.405,4861.749,4534.761,4720.23,5005.905,5063.919,5087.652,4831.863,4369.509,4053.069,3429.858,2381.211,1728.114,1203.351,R093N,8/9/2024,4,8,2024,,15616,1,73041.384,6940.584,15157.476,50943.324,5087.652
683.88,415.332,308.58,295.236,426.174,758.106,1306.878,2132.538,3262.608,4516.11,5014.842,4947.288,4808.01,4819.686,4734.618,4759.638,4818.852,4597.008,4057.41,3371.862,3146.682,2920.668,2296.002,1352.748,R093N,8/10/2024,5,8,2024,,15616,1,69750.756,5395.146,14313.108,50042.502,4818.852
1020.519,556.407,426.315,284.796,314.682,523.884,883.395,1509.243,2404.944,3759.483,4786.155,5163.246,5176.431,4802.856,4955.802,4996.236,4854.717,4668.369,4364.235,3997.692,3652.245,2840.049,1734.267,1084.686,R093N,8/11/2024,6,8,2024,,15616,1,68760.654,3914.187,14806.755,50039.712,4854.717
641.502,403.176,322.164,437.088,1014.534,1981.026,2825.058,3589.02,3505.182,3812.274,4079.802,4647.828,4686.45,4672.32,4771.23,5136.726,5345.85,4854.126,3887.634,2798.682,2268.336,1580.676,1097.43,796.932,R093N,8/12/2024,0,8,2024,,15616,1,69155.046,7094.202,15253.806,46807.038,5345.85
521.664,277.248,259.008,359.328,1019.616,1908.816,2777.952,3457.392,3399.936,3539.472,3855.024,4092.144,4278.192,4206.144,4439.616,4698.624,5130,4767.024,3479.28,2781.6,2195.184,1523.952,984.96,670.32,R093N,8/13/2024,1,8,2024,,15616,1,64622.496,6857.328,14268.24,43496.928,5130
504.376,324.645,242.778,396.161,1054.861,2020.327,2838.997,3649.198,3646.375,3870.333,4114.993,4409.526,4433.051,4458.458,4617.487,5001.415,5361.818,4812.274,3870.333,2991.439,2504.942,1753.083,1135.787,822.434,R093N,8/14/2024,2,8,2024,,15616,1,68835.091,7295.573,14980.72,46558.798,5361.818
450.858,291.352,267.38,388.162,1030.796,1889.178,2662.736,3554.31,3793.108,3931.408,4267.938,4491.984,4707.732,4813.762,4915.182,5207.456,5296.89,4874.614,4113.964,3437.216,2647.984,1929.746,1209.664,794.764,R093N,8/15/2024,3,8,2024,,15616,1,70968.184,7347.418,15419.528,48201.238,5296.89
517.731,319.077,263.7,361.269,876.363,1470.567,2294.19,3280.428,3500.178,4053.948,4501.359,4632.33,4654.305,4656.063,5042.823,5222.139,5130.723,4925.037,4214.805,3886.938,3153.852,2296.827,1689.438,720.78,R093N,8/16/2024,4,8,2024,,15616,1,71664.87,6780.606,15395.685,49488.579,5130.723
811.482,618.828,384.474,308.58,442.854,787.296,1271.016,2173.404,3258.438,4466.07,4898.082,4532.79,4864.722,4772.982,4736.286,4756.302,4923.936,4545.3,3725.478,3369.36,3112.488,2661.294,1985.754,1180.944,R093N,8/17/2024,5,8,2024,,15616,1,68588.16,5431.842,14416.524,48739.794,4923.936
739.239,520.368,350.721,280.401,323.472,520.368,897.459,1409.037,2266.941,3528.306,4656.063,5083.257,5099.958,4644.636,4456.53,4732.536,4539.156,4181.403,4140.969,3540.612,3283.944,2092.899,1631.424,1060.953,R093N,8/18/2024,6,8,2024,,15616,1,63980.652,3675.978,13728.222,46576.452,4539.156
812.946,458.754,299.556,437.088,1063.518,1913.202,2880.636,3670.032,3573.948,3974.298,4274.796,4585.656,4678.914,4732.608,4843.764,5096.22,5412.732,4827.75,3857.49,2937.156,2262.684,1658.862,1088.952,717.804,R093N,8/19/2024,0,8,2024,,15616,1,70059.366,7243.98,15352.716,47462.67,5412.732
431.376,273.6,267.216,359.328,1002.288,1910.64,2787.072,3517.584,3401.76,3490.224,3780.24,4083.024,4193.376,4350.24,4518.96,4684.032,5037.888,4618.368,3524.88,2627.472,2254.464,1452.816,1023.264,684.912,R093N,8/20/2024,1,8,2024,,15616,1,64275.024,6919.344,14240.88,43114.8,5037.888
460.149,299.238,302.061,378.282,1004.047,1959.162,2850.289,3716.95,3461.939,3662.372,4166.748,4364.358,4426.464,4462.222,4726.643,4996.71,5341.116,4874.38,3732.006,2859.699,2309.214,1642.986,1004.047,720.806,R093N,8/21/2024,2,8,2024,,15616,1,67721.888,7178.889,15064.469,45478.53,5341.116
386.318,263.692,269.224,401.07,944.128,1926.98,2782.596,3674.17,3569.984,3772.824,4172.05,4315.882,4593.404,4565.744,4870.004,5266.464,5368.806,5011.992,4145.312,3179.056,2646.14,1807.12,1130.372,819.658,R093N,8/22/2024,3,8,2024,,15616,1,69882.99,7244.154,15505.274,47133.562,5368.806
639.033,424.557,274.248,348.963,847.356,1509.243,2262.546,3104.628,3228.567,3792.006,3708.501,4530.366,4826.589,4903.941,5113.143,4874.934,4801.098,4612.113,4126.026,3362.175,2957.835,2038.401,1379.151,954.594,R093N,8/23/2024,4,8,2024,,15616,1,68620.014,6333.195,14789.175,47497.644,4801.098
634.674,371.13,362.79,286.062,391.98,624.666,1014.144,1783.926,2301.84,3543.666,4650.384,4694.586,4704.594,4603.68,5215.836,4928.106,4747.128,3905.622,3819.72,3167.532,2731.35,2168.4,1763.076,1349.412,R093N,8/24/2024,5,8,2024,,15616,1,63764.304,4085.766,14891.07,44787.468,4747.128
1048.647,534.432,315.561,301.497,408.735,572.229,882.516,1474.962,2257.272,3759.483,4744.842,5165.004,4966.35,4867.023,5056.008,5270.484,5212.47,4794.066,4379.178,3922.977,3410.52,2373.3,1549.677,1236.753,R093N,8/25/2024,6,8,2024,,15616,1,68503.986,3732.234,15538.962,49232.79,5212.47
