TAZ,REGION,HBW_P,HBO_P,NHB_P,HBW_A,HBO_A,NHB_A,P,A
451,Skagit Flats,4.810318411,12.3285342,1.470805645,1.035664703,0.7448968,1.470805645,18.60965826,3.251367148
452,Skagit Flats,7.014293414,14.52999739,0.941242885,0.292274653,0.928118143,0.941242885,22.48553369,2.161635682
453,Skagit Flats,13.3259513,27.60449643,38.42657039,16.20022796,34.24750187,38.42657039,79.35701812,88.87430022
454,Skagit Flats,19.77883892,40.97155064,23.43242339,7.500614173,19.28781251,23.43242339,84.18281296,50.22085008
455,Skagit Flats,13.20884537,27.36191337,2.605611932,0.987458248,2.390184705,2.605611932,43.17637068,5.983254886
456,Skagit Flats,5.843234194,12.10416681,1.405724462,1.213884036,1.065503633,1.405724462,19.35312547,3.685112132
457,Skagit Flats,4.863755868,10.00514033,26.05904072,9.323882827,24.33913778,26.05904072,40.92793692,59.72206132
458,Skagit Flats,6.275075467,12.90833923,0.802257625,0.56490802,0.406307345,0.802257625,19.98567232,1.77347299
459,Skagit Flats,11.00798444,22.64431688,1.412657145,0.555275894,1.028269595,1.412657145,35.06495847,2.996202635
460,Skagit Flats,4.98238406,10.24916815,33.75599842,15.8083243,29.19816145,33.75599842,48.98755063,78.76248418
461,Skagit Flats,9.715293032,19.9851458,5.476228226,3.171881839,3.953768983,5.476228226,35.17666706,12.60187905
462,Skagit Flats,3.084332989,6.344723139,7.257248216,2.516679257,6.835416456,7.257248216,16.68630434,16.60934393
501,Fidalgo,11.1743891,31.88443277,1.772501698,0.78855929,1.54402838,1.772501698,44.83132357,4.105089368
502,Fidalgo,36.45799095,104.0273746,4.964376768,2.13910101,4.638478314,4.964376768,145.4497424,11.74195609
503,Fidalgo,15.58959162,44.48254678,17.37301302,6.13152618,13.29477967,17.37301302,77.44515143,36.79931888
504,Fidalgo,16.92329033,48.28805476,1.373196494,0.884040927,1.085303239,1.373196494,66.58454158,3.34254066
505,Fidalgo,39.81217554,96.44507731,38.08858014,15.28185599,31.23895143,38.08858014,174.345833,84.60938756
506,Fidalgo,26.85080455,65.04612937,3.840912956,2.069687965,2.850712042,3.840912956,95.73784688,8.761312963
507,Fidalgo,40.87790567,99.02681073,6.078819074,2.429867406,5.549391707,6.078819074,145.9835355,14.05807819
508,Fidalgo,11.06877635,26.81413352,5.559834084,1.838301942,4.644691233,5.559834084,43.44274396,12.04282726
509,Fidalgo,0,0,0,0,0,0,0,0
510,Fidalgo,10.48898785,25.40959469,1.657395657,0.604351157,1.234555331,1.657395657,37.55597819,3.496302145
511,Fidalgo,5.363115235,12.99215771,1.467006882,0.491852495,1.234928348,1.467006882,19.82227983,3.193787724
512,Fidalgo,2.854262606,6.914457046,26.07202905,8.409612721,25.113505,26.07202905,35.84074871,59.59514677
513,Fidalgo,14.80479865,35.86465523,4.404185926,1.396838691,3.248168682,4.404185926,55.07363981,9.049193299
514,Fidalgo,2.65062538,6.421145447,3.270538343,2.190153544,2.502196014,3.270538343,12.34230917,7.962887901
515,Fidalgo,4.648523282,11.26105723,4.325306038,3.735027804,3.278472718,4.325306038,20.23488655,11.33880656
516,Fidalgo,17.92293996,43.418359,2.986906601,1.421943437,2.317502357,2.986906601,64.32820557,6.726352395
517,Fidalgo,13.55672108,32.84118475,27.76907111,9.840469086,21.93648652,27.76907111,74.16697695,59.54602672
518,Fidalgo,22.76813117,55.15584469,5.222935306,3.876105215,3.982063594,5.222935306,83.14691117,13.08110411
519,Fidalgo,13.51991502,32.96135714,1.122061587,0.525869733,0.822168448,1.122061587,47.60333374,2.470099768
520,Fidalgo,10.50694986,25.61579169,7.123407107,4.20832287,5.034297544,7.123407107,43.24614866,16.36602752
521,Fidalgo,55.59830347,135.5478592,3.350143559,1.37276868,2.505882975,3.350143559,194.4963062,7.228795214
522,Fidalgo,58.34567629,142.2459143,3.315780613,1.385044972,2.801252267,3.315780613,203.9073713,7.502077852
523,Fidalgo,0,0,0,0,0,0,0,0
524,Fidalgo,19.47443699,47.47839553,0.996820523,0.306954639,0.720157413,0.996820523,67.94965304,2.023932576
525,Fidalgo,25.92959567,63.21597896,4.759484085,2.349107225,3.749981281,4.759484085,93.90505871,10.85857259
526,Fidalgo,46.81906586,114.144205,1.138755569,0.651051259,0.841903538,1.138755569,162.1020264,2.631710365
527,Fidalgo,31.32335784,76.36589306,15.56143647,7.075849883,12.77165528,15.56143647,123.2506874,35.40894163
528,Fidalgo,20.70910089,50.48848824,99.95972949,35.42544108,78.07428982,99.95972949,171.1573186,213.4594604
529,Fidalgo,24.84232093,60.56521888,3.706862265,1.982559938,2.73181176,3.706862265,89.11440208,8.421233963
530,Fidalgo,0,0,7.005404721,3.418162434,6.400612125,7.005404721,7.005404721,16.82417928
531,Fidalgo,10.32074336,25.16182294,0.199364105,0.061390928,0.144031483,0.199364105,35.6819304,0.404786515
532,Fidalgo,42.70039789,109.3635401,25.90019444,10.23295764,24.57262944,25.90019444,177.9641324,60.70578152
533,Fidalgo,24.69465436,63.24753294,104.6792264,38.35387442,95.07199419,104.6792264,192.6214137,238.105095
534,Fidalgo,34.09757165,87.33012639,333.0323351,154.4089941,333.4103012,333.0323351,454.4600332,820.8516304
535,Fidalgo,14.70247872,37.13428052,226.32793,77.83357199,211.5215553,226.32793,278.1646892,515.6830573
536,Fidalgo,9.813040593,24.78495014,6.653863678,3.386777095,6.11174728,6.653863678,41.25185441,16.15238805
537,Fidalgo,3.778172961,9.542590553,102.6474058,37.95099724,72.32737981,102.6474058,115.9681693,212.9257828
538,Fidalgo,5.995880102,15.14388817,3.121385032,1.008171249,2.273639715,3.121385032,24.26115331,6.403195997
539,Fidalgo,1.205799881,3.045507623,72.03335194,26.92737545,45.34041431,72.03335194,76.28465945,144.3011417
540,Fidalgo,0.321546635,0.812135366,103.9355503,40.37529466,80.70871536,103.9355503,105.0692323,225.0195603
541,Fidalgo,17.69921298,44.7031791,192.1280498,66.27685943,186.5980733,192.1280498,254.5304418,445.0029825
542,Fidalgo,12.177373,30.75658149,273.9984286,90.57706223,264.2038865,273.9984286,316.9323831,628.7793773
543,Fidalgo,9.818236522,22.29718948,47.11128228,17.34540212,37.00823637,47.11128228,79.22670828,101.4649208
544,Fidalgo,19.45331824,44.17843489,38.81516459,15.85623563,16.31645476,38.81516459,102.4469177,70.98785498
545,Fidalgo,19.17361374,43.54322668,23.22673459,9.11816416,19.68210603,23.22673459,85.943575,52.02700478
546,Fidalgo,20.77228383,47.17380228,3.046761474,1.937331903,2.678981655,3.046761474,70.99284758,7.663075031
547,Fidalgo,0,0,134.4754079,41.49227516,105.5881989,134.4754079,134.4754079,281.555882
548,Fidalgo,3.079939732,8.468795666,3.190155807,1.139611981,2.363472801,3.190155807,14.73889121,6.69324059
549,Fidalgo,18.11538713,49.81120586,16.22669894,7.719295089,15.00830724,16.22669894,84.15329193,38.95430128
550,Fidalgo,57.28738187,172.6377553,88.61997397,51.2188008,96.72991335,88.61997397,318.5451112,236.5686881
551,Fidalgo,13.10550321,36.03571447,1.204432923,0.665895162,1.063324919,1.204432923,50.3456506,2.933653004
552,Fidalgo,0.68771497,2.357272459,136.2414207,53.8080807,53.08767016,136.2414207,139.2864081,243.1371716
553,Fidalgo,0.859643713,2.946590573,11.27357008,3.733087278,6.310382893,11.27357008,15.07980437,21.31704025
554,Fidalgo,1.432739522,4.910984289,30.52202,14.592453,24.84115797,30.52202,36.86574381,69.95563096
555,Fidalgo,1.375429941,4.714544917,118.5965448,50.77899153,96.25522831,118.5965448,124.6865197,265.6307647
