TAZ,HBW_P,HBO_P,NHB_P,HBW_A,HBO_A,NHB_A,P,A
203,33.4,80,86.9,2.3,5.2,5.4,200.3,12.9
204,7.4,17.8,19.3,1.2,1.7,4,44.5,6.9
205,3.8,9.1,9.9,0,0,0,22.8,0
206,4.1,7.8,9.6,19.5,41.8,48.6,21.5,109.9
207,9.9,23.7,25.7,4.8,9.2,11.3,59.3,25.3
208,22.7,54.5,59.2,20.4,72.3,84.7,136.4,177.4
209,24,57.5,62.5,5.6,18.4,16.8,144,40.8
210,25.2,60.4,65.6,3.5,10.3,10.9,151.2,24.7
211,0.6,1.5,1.6,0,0,0,3.7,0
212,2.4,5.7,6.2,0,0,0,14.3,0
213,12.9,24.7,30.2,41.9,175.1,172,67.8,389
214,20.5,39.4,48.1,18.9,70.1,79.3,108,168.3
215,11.8,22.7,27.8,84.6,286.5,259.3,62.3,630.4
216,0,0,0,10,49.9,46.9,0,106.8
217,7.1,13.6,16.7,0.7,2,2.3,37.4,5
218,19.5,37.3,45.6,0.1,0.3,0.3,102.4,0.7
219,13.6,26.1,31.9,2.4,3.4,4.1,71.6,9.9
220,7.4,14.2,17.3,2.5,3.5,4.3,38.9,10.3
221,0.4,0.7,0.9,0.7,2.4,2.2,2,5.3
222,38.4,73.8,90.1,2.2,6,6.4,202.3,14.6
223,20.3,38.9,47.5,0.5,0.8,0.9,106.7,2.2
224,36.3,69.7,85.1,1.2,3.6,4,191.1,8.8
225,13.3,25.6,31.3,7.1,26.5,26.1,70.2,59.7
226,3.6,6.8,8.4,31.4,107.1,128.6,18.8,267.1
227,8,15.4,18.8,16.9,31.3,70.6,42.2,118.8
228,11.5,22,26.9,0.6,1.8,1.7,60.4,4.1
229,7.8,14.9,18.2,11.8,26.1,27.2,40.9,65.1
230,37,71.1,86.8,12,48.3,52.4,194.9,112.7
231,31,59.4,72.6,4.9,18.1,20,163,43
232,0,0,0,0.8,1.5,3.6,0,5.9
233,10.8,20.8,25.4,8.7,40.7,38.8,57,88.2
234,16.9,32.5,39.7,9.3,46.2,43.8,89.1,99.3
235,5.3,10.2,12.5,30.9,141.1,139.8,28,311.8
236,12.6,24.2,29.6,15.7,42.2,51.9,66.4,109.8
237,42.9,82.4,100.6,1.8,4.2,4.6,225.9,10.6
238,12.3,29.6,32.2,0.3,0.7,0.7,74.1,1.7
240,7.9,19,20.6,2.7,5.9,7.2,47.5,15.8
241,14.1,33.8,36.7,35.6,130,147.2,84.6,312.8
251,16.7,31.6,38.3,0.7,1.8,1.9,86.6,4.4
252,1.5,2.9,3.5,23.1,49.1,53.4,7.9,125.6
253,0.6,1.2,1.5,23.3,118,111.5,3.3,252.8
254,4.1,7.7,9.4,55,80.2,125.1,21.2,260.3
255,10.4,19.6,23.8,2.4,3.2,5.3,53.8,10.9
256,9.6,18.2,22.1,2.8,13.7,13,49.9,29.5
257,22.3,42.1,51.2,3.5,11.4,10.5,115.6,25.4
258,21.2,40,48.6,2,4.5,5,109.8,11.5
259,11.2,21.1,25.6,0,0,0,57.9,0
260,16.7,31.5,38.2,2,3,3.5,86.4,8.5
261,6.7,12.6,15.3,0,0,0,34.6,0
262,18.5,34.9,42.3,4.5,11.8,11.7,95.7,28
263,7.5,17.2,20,28.6,102.3,106.9,44.7,237.8
264,6.4,14.7,17.1,0.1,0.3,0.3,38.2,0.7
265,9.5,21.7,25.2,7.7,28.3,29.7,56.4,65.7
266,29.8,68.3,79.5,17.2,59.8,69.4,177.6,146.4
267,18,41.3,48.1,0.3,1,0.9,107.4,2.2
268,15.8,36.2,42.1,8.8,18.4,26.1,94.1,53.3
269,16.1,36.9,42.9,10.2,34,31.3,95.9,75.5
270,15.9,36.5,42.5,2.4,5.4,5.6,94.9,13.4
271,0.6,1.3,1.5,7,11.8,17.2,3.4,36
272,2.9,6.4,7.2,0.1,0.2,0.3,16.5,0.6
273,13.4,29.1,33,52.6,203.7,203.3,75.5,459.6
274,19.3,41.8,47.5,0.3,0.6,0.6,108.6,1.5
275,0.9,1.9,2.1,3.8,4.4,8.1,4.9,16.3
276,1.4,3.1,3.5,1.3,5.7,6.3,8,13.3
277,0.1,0.2,0.3,36.9,168.4,172,0.6,377.3
278,0.2,0.5,0.5,95.6,480.3,456,1.2,1031.9
279,0,0,0,28.4,135.6,131.3,0,295.3
280,0,0,0,41.9,208.5,200.9,0,451.3
281,0.2,0.5,0.5,111.9,560.1,532.6,1.2,1204.6
282,0,0,0,29.1,147.8,139.5,0,316.4
283,37.8,81.9,93.1,2.1,4.9,6.1,212.8,13.1
284,3.4,7.3,8.3,40.1,141.7,167.2,19,349
285,56.6,122.6,139.3,19.4,60.1,58.9,318.5,138.4
286,0.8,1.7,1.9,11.4,16.1,19.7,4.4,47.2
287,6,13,14.8,33.6,150.2,147.5,33.8,331.3
288,0,0,0,32.5,78.2,88.5,0,199.2
289,0,0,0,28.8,141.7,137,0,307.5
290,0.1,0.2,0.3,12.4,23.6,47.2,0.6,83.2
291,10.3,22.4,25.4,29.4,100.6,108.1,58.1,238.1
292,29.4,63.8,72.5,43.2,169.4,169.5,165.7,382.1
293,5.6,12.2,13.8,92.2,380.7,409.3,31.6,882.2
294,5.3,11.6,13.2,32.9,127.9,135.3,30.1,296.1
295,1.3,2.8,3.2,69.3,339.3,321,7.3,729.6
301,10.3,21.6,25.7,0.9,1.8,2.2,57.6,4.9
302,3,6,7.2,7.8,11.3,17,16.2,36.1
303,0.2,0.5,0.6,108.4,300.5,393.8,1.3,802.7
304,42.3,85.2,103,8.7,34.2,37.3,230.5,80.2
305,51,102.8,124.3,0.9,2.4,2.4,278.1,5.7
306,14.3,28.8,34.8,4.2,15.2,16.4,77.9,35.8
307,3.8,7.6,9.2,89.8,401.1,396.4,20.6,887.3
308,15.1,30.4,36.7,19.5,73.2,77.8,82.2,170.5
309,22.6,45.6,55.1,4.6,13.8,15,123.3,33.4
310,27.5,55.5,67.1,48.9,156.4,165.1,150.1,370.4
311,0.1,0.2,0.3,53.1,266.1,254.4,0.6,573.6
312,1.5,3,3.6,57.2,229.4,242.7,8.1,529.3
313,0,0,0,29.8,108.5,106,0,244.3
314,2.3,4.6,5.6,100.1,495.3,470.7,12.5,1066.1
315,0,0,0,14.5,56.7,56.6,0,127.8
316,0,0,0,13.8,42.9,44.8,0,101.5
317,45.2,94.3,106.7,0.6,2.1,2.6,246.2,5.3
318,41.1,85.6,96.9,2.2,7.2,6.7,223.6,16.1
319,2.1,4.4,4.9,0.1,0.4,0.6,11.4,1.1
320,39.5,82.5,93.3,46.2,174.6,178.8,215.3,399.6
321,32.7,68.2,77.1,1.5,4.6,5.6,178,11.7
322,9.2,19.1,21.6,3.4,9.9,10.2,49.9,23.5
323,10.4,21.6,24.5,13.2,46.3,54.7,56.5,114.2
324,0,0,0,92.9,324,376,0,792.9
325,106.7,224.4,266.5,19.7,63.7,73,597.6,156.4
326,15.8,32.2,37.2,0.5,1.9,2.1,85.2,4.5
327,15,30.6,35.3,34.5,121.9,143.1,80.9,299.5
328,65.5,133.9,154.5,1.9,7.3,7,353.9,16.2
329,13.9,28.3,32.7,6.8,24.2,22.8,74.9,53.8
330,12.3,25.1,29,19.5,96.8,91.7,66.4,208
331,19.6,40.1,46.3,0.1,0.1,0.2,106,0.4
332,10,20.4,23.6,1.7,6,7.5,54,15.2
333,31.3,64,73.9,3.3,7.9,8.9,169.2,20.1
334,11,22.5,25.9,1.4,3,4.1,59.4,8.5
335,32.8,67.1,77.4,0.5,1.4,1.4,177.3,3.3
336,40.9,83.6,96.5,5.1,17.5,17.6,221,40.2
337,11.9,24.3,28.1,0.6,1.8,2.1,64.3,4.5
338,31.1,63.6,73.4,7.3,25.6,28.1,168.1,61
339,6.9,14.2,16.3,0.5,1.1,1.2,37.4,2.8
340,4.8,9.5,11.3,2.1,5,5.2,25.6,12.3
341,7.4,14.5,17.3,144.1,480.4,435.7,39.2,1060.2
342,22.4,44,52.3,20.4,66.9,60.8,118.7,148.1
343,27.4,53.8,64,1.2,2.2,2.7,145.2,6.1
344,26.2,51.4,61.2,1.4,3.6,4.3,138.8,9.3
345,16.4,32.2,38.3,8.4,29.2,34.5,86.9,72.1
346,22.1,43.5,51.8,18.7,59.4,71.4,117.4,149.5
347,45.6,104.4,118.1,31.7,105.6,96.6,268.1,233.9
348,10.8,24.8,28.1,28.7,97.2,98.5,63.7,224.4
349,58.9,134.8,152.6,9.4,40.9,39.5,346.3,89.8
350,18.9,43.1,48.8,3.3,9.7,10,110.8,23
351,19.4,44.5,50.3,0.4,1,1.1,114.2,2.5
352,38,86.8,98.2,1,2.5,3.1,223,6.6
353,22.9,52.5,59.4,7,33.3,32.3,134.8,72.6
354,22.5,51.5,58.3,0.8,2.3,2.7,132.3,5.8
355,25.9,59.2,67,1.1,3.8,4.5,152.1,9.4
356,1,2.3,2.6,0,0,0,5.9,0
357,4.1,9.4,10.7,25.6,90.5,106.7,24.2,222.8
358,3.8,8.7,9.8,0.3,0.6,0.6,22.3,1.5
359,29.8,68.1,77,0.4,0.5,0.6,174.9,1.5
360,12.1,25,29.4,49.3,140,154.4,66.5,343.7
361,36.4,75.5,88.6,18.4,64.9,68.8,200.5,152.1
362,21.7,45.1,52.9,3.3,15.1,14.7,119.7,33.1
363,0,0,0,23.3,114.9,109.1,0,247.3
364,1.7,3.6,4.2,2,2.8,3.8,9.5,8.6
365,27.1,56.2,65.9,1.8,5.3,5.4,149.2,12.5
366,26.1,54.2,63.5,20.7,52.1,59.1,143.8,131.9
367,6.3,13,15.2,60.8,278.3,280,34.5,619.1
368,0,0,0,39.6,120.3,122.5,0,282.4
369,0.5,1,1.1,26.3,73.4,79.4,2.6,179.1
370,25.1,52,59.8,0.7,1.5,2.7,136.9,4.9
371,11.9,24.7,28.4,0.1,0.1,0.2,65,0.4
372,4.7,9.7,11.1,9.4,46.5,43.8,25.5,99.7
373,25.9,53.7,61.8,3.7,15,16.1,141.4,34.8
374,3.4,7,8.1,5.9,28.3,27.8,18.5,62
375,1.9,3.9,4.5,95.7,180.4,237.7,10.3,513.8
376,11.6,24,27.6,26.4,79,86.8,63.2,192.2
377,4.8,9.9,11.4,26,91.2,107.4,26.1,224.6
401,2.9,5.9,6.9,26.7,58,89.8,15.7,174.5
402,16.8,33.9,40.2,3,11.6,11.9,90.9,26.5
403,6.5,15.5,18.1,13.6,45.8,53.6,40.1,113
404,16.5,39.7,46.2,6.3,20.7,25,102.4,52
405,9.8,23.4,27.3,5.1,10.2,12.8,60.5,28.1
406,1.8,4.2,4.9,7.4,26.4,33.3,10.9,67.1
407,14.7,35.2,40.9,0.5,1.8,2,90.8,4.3
408,0,0,0,10.3,26.6,30.9,0,67.8
409,2.7,5.4,6.4,0.4,0.4,0.7,14.5,1.5
410,2.5,6.1,7,1.4,2,2.5,15.6,5.9
411,0.2,0.5,0.5,0,0,0,1.2,0
412,0.1,0.2,0.2,55.5,81.2,151.6,0.5,288.3
413,17,40.8,47.6,3.6,12.7,16,105.4,32.3
414,0,0,0,26.2,37.6,89.2,0,153
415,0,0,0,23,86.6,110.1,0,219.7
416,0,0,0,7.9,17.9,27.9,0,53.7
417,7.8,18.7,21.8,0,0,0,48.3,0
418,0.9,2.1,2.4,2.3,3.3,4,5.4,9.6
419,47.8,114.7,133.5,6.4,15.2,18.2,296,39.8
431,0.9,2.1,2.4,4.8,22,22.1,5.4,48.9
432,15.7,32.6,37.5,7.1,15.9,19,85.8,42
433,5.7,13.8,16.1,1.2,4.4,5.7,35.6,11.3
434,0.5,1.3,1.5,0.4,0.5,1.4,3.3,2.3
435,34.8,97.6,105.9,79.3,337.6,292.6,238.3,709.5
436,6.4,16.4,18.5,0.5,0.8,1,41.3,2.3
437,2.4,6.2,6.9,9.5,48.2,45.4,15.5,103.1
438,3,7.7,8.7,5.7,7.3,12.3,19.4,25.3
439,4,10.9,12.2,1.6,2.8,4.3,27.1,8.7
440,10.2,26.2,29.5,1.5,5.1,5.3,65.9,11.9
441,5.7,14.6,16.4,9,10.6,18.9,36.7,38.5
442,3.6,9.1,10.3,0.5,0.7,1,23,2.2
443,10.1,26,29.2,1.1,2.7,3.6,65.3,7.4
444,0.4,0.9,1,4.7,11.7,16.5,2.3,32.9
445,10.5,26.9,30.2,21.1,58.8,67.6,67.6,147.5
446,13.7,35.1,39.5,28.2,64.3,77.4,88.3,169.9
447,4.5,11.4,12.8,4.6,7.5,10.2,28.7,22.3
448,6.4,16.4,18.5,6.6,9.7,13.4,41.3,29.7
449,7,14.5,16.7,0.9,1.2,1.8,38.2,3.9
450,10,20.6,23.7,27.8,114.1,118.7,54.3,260.6
451,4.8,12.3,13.8,1,1.1,2.1,30.9,4.2
452,7,14.5,16.7,0.3,1.4,1.3,38.2,3
453,13.3,27.6,31.8,15.4,52.3,54.5,72.7,122.2
454,19.8,41,47.1,7.1,29.5,33.2,107.9,69.8
455,13.2,27.4,31.5,0.9,3.6,3.7,72.1,8.2
456,5.8,12.1,13.9,1.2,1.6,2,31.8,4.8
457,4.9,10,11.8,8.9,37.2,36.9,26.7,83
458,6.3,12.9,15.2,0.5,0.6,1.1,34.4,2.2
459,11,22.6,26.7,0.5,1.6,2,60.3,4.1
460,5,10.2,12.1,15.1,44.6,47.8,27.3,107.5
461,9.7,20,23.6,3,6,7.8,53.3,16.8
462,3.1,6.3,7.5,2.4,10.4,10.3,16.9,23.1
501,11.2,31.9,35.8,0.8,2.4,2.5,78.9,5.7
502,36.5,104,116.8,2,7.1,7,257.3,16.1
503,15.6,44.5,49.9,5.8,20.3,24.6,110,50.7
504,16.9,48.3,54.2,0.8,1.7,1.9,119.4,4.4
505,39.8,96.4,109.6,14.6,47.7,54,245.8,116.3
506,26.9,65,73.9,2,4.4,5.4,165.8,11.8
507,40.9,99,112.5,2.3,8.5,8.6,252.4,19.4
508,11.1,26.8,30.5,1.8,7.1,7.9,68.4,16.8
509,0,0,0,0,0,0,0,0
510,10.5,25.4,28.9,0.6,1.9,2.3,64.8,4.8
511,5.4,13,14.8,0.5,1.9,2.1,33.2,4.5
512,2.9,6.9,7.9,8,38.3,36.9,17.7,83.2
513,14.8,35.9,40.8,1.3,5,6.2,91.5,12.5
514,2.7,6.4,7.3,2.1,3.8,4.6,16.4,10.5
515,4.6,11.3,12.8,3.6,5,6.1,28.7,14.7
516,17.9,43.4,49.3,1.4,3.5,4.2,110.6,9.1
517,13.6,32.8,37.3,9.4,33.5,39.4,83.7,82.3
518,22.8,55.2,62.7,3.7,6.1,7.4,140.7,17.2
519,13.5,33,36.9,0.5,1.3,1.6,83.4,3.4
520,10.5,25.6,28.7,4,7.7,10.1,64.8,21.8
521,55.6,135.5,151.9,1.3,3.8,4.7,343,9.8
522,58.3,142.2,159.4,1.3,4.3,4.7,359.9,10.3
523,0,0,0,0,0,0,0,0
524,19.5,47.5,53.2,0.3,1.1,1.4,120.2,2.8
525,25.9,63.2,70.8,2.2,5.7,6.7,159.9,14.6
526,46.8,114.1,127.9,0.6,1.3,1.6,288.8,3.5
527,31.3,76.4,85.6,6.7,19.5,22.1,193.3,48.3
528,20.7,50.5,56.6,33.8,119.2,141.7,127.8,294.7
529,24.8,60.6,67.9,1.9,4.2,5.3,153.3,11.4
530,0,0,0,3.3,9.8,9.9,0,23
531,10.3,25.2,28.2,0.1,0.2,0.3,63.7,0.6
532,42.7,109.4,119.9,9.8,37.5,36.7,272,84
533,24.7,63.2,69.4,36.5,145.2,148.3,157.3,330
534,34.1,87.3,95.8,147.1,509.1,471.9,217.2,1128.1
535,14.7,37.1,42.2,74.2,323,320.7,94,717.9
536,9.8,24.8,28.2,3.2,9.3,9.4,62.8,21.9
537,3.8,9.5,10.8,36.2,110.4,145.5,24.1,292.1
538,6,15.1,17.2,1,3.5,4.4,38.3,8.9
539,1.2,3,3.5,25.7,69.2,102.1,7.7,197
540,0.3,0.8,0.9,38.5,123.2,147.3,2,309
541,17.7,44.7,50.8,63.2,284.9,272.3,113.2,620.4
542,12.2,30.8,34.9,86.3,403.5,388.3,77.9,878.1
543,9.8,22.3,25.6,16.5,56.5,66.8,57.7,139.8
544,19.5,44.2,50.7,15.1,24.9,55,114.4,95
545,19.2,43.5,50,8.7,30.1,32.9,112.7,71.7
546,20.8,47.2,54.1,1.8,4.1,4.3,122.1,10.2
547,0,0,0,39.5,161.2,190.6,0,391.3
548,3.1,8.5,9.5,1.1,3.6,4.5,21.1,9.2
549,18.1,49.8,55.7,7.4,22.9,23,123.6,53.3
550,57.3,172.6,186.7,48.8,147.7,125.6,416.6,322.1
551,13.1,36,40.3,0.6,1.6,1.7,89.4,3.9
552,0.7,2.4,2.6,51.3,81.1,193.1,5.7,325.5
553,0.9,2.9,3.3,3.6,9.6,16,7.1,29.2
554,1.4,4.9,5.4,13.9,37.9,43.3,11.7,95.1
555,1.4,4.7,5.2,48.4,147,168.1,11.3,363.5
