TAZ,HBW_P,HBO_P,NHB_P,HBW_A,HBO_A,NHB_A,P,A
217,6.5,13.6,14.5,0.7,2.0,4.9,34.6,7.6
218,17.7,37.3,39.6,0.1,0.3,0.7,94.7,1.2
219,12.4,26.1,27.7,2.4,3.4,13.6,66.3,19.4
220,6.8,14.2,15.1,2.5,3.5,14.1,36.0,20.1
221,0.3,0.7,0.8,0.7,2.4,5.0,1.9,8.1
222,35.1,73.8,78.3,2.2,5.9,14.9,187.1,23.0
223,18.5,38.9,41.3,0.5,0.7,3.0,98.7,4.3
224,33.1,69.7,74.0,1.2,3.6,8.5,176.8,13.3
225,12.2,25.6,27.2,7.1,26.5,51.6,64.9,85.2
226,3.3,6.8,7.3,31.4,107.0,249.5,17.4,387.8
227,7.3,15.4,16.4,16.9,31.3,134.9,39.1,183.1
228,10.5,22.0,23.4,0.6,1.8,4.1,55.8,6.5
229,7.1,14.9,15.8,11.7,26.1,72.7,37.8,110.5
230,33.8,71.1,75.5,11.9,48.2,94.0,180.4,154.2
231,28.2,59.4,63.1,4.9,18.1,38.3,150.8,61.3
232,0.0,0.0,0.0,0.8,1.5,6.8,0.0,9.2
233,9.9,20.8,22.1,8.7,40.6,68.3,52.7,117.7
234,15.5,32.5,34.5,9.3,46.2,74.6,82.5,130.1
235,4.9,10.2,10.9,30.8,140.9,244.8,26.0,416.4
236,11.5,24.2,25.7,15.7,42.1,110.7,61.4,168.5
237,39.1,82.4,87.4,1.8,4.2,11.6,209.0,17.5
238,11.3,29.6,28.0,0.2,0.7,1.7,68.9,2.6
240,7.2,19.0,18.0,2.7,5.9,17.4,44.2,25.9
241,12.9,33.8,31.9,35.6,129.8,280.4,78.6,445.9
251,15.3,31.6,33.3,0.7,1.8,4.6,80.2,7.2
252,1.4,2.9,3.1,23.1,49.0,142.0,7.4,214.1
253,0.6,1.2,1.3,23.2,117.8,187.7,3.1,328.8
254,3.7,7.7,8.2,54.9,80.1,340.8,19.7,475.8
255,9.5,19.6,20.7,2.4,3.2,15.3,49.8,20.9
256,8.8,18.2,19.2,2.8,13.7,22.3,46.1,38.9
257,20.4,42.1,44.5,3.5,11.4,24.3,107.0,39.2
258,19.3,40.0,42.3,2.0,4.5,12.8,101.6,19.3
259,10.2,21.1,22.2,0.0,0.0,0.0,53.5,0.0
260,15.2,31.5,33.2,2.0,3.0,11.3,79.9,16.2
261,6.1,12.6,13.3,0.0,0.0,0.0,32.0,0.0
262,16.8,34.9,36.8,4.5,11.8,29.2,88.5,45.5
263,6.9,17.2,17.4,28.6,102.1,211.2,41.5,341.8
264,5.9,14.7,14.9,0.1,0.3,0.7,35.5,1.2
265,8.6,21.7,21.9,7.7,28.2,57.0,52.3,92.8
266,27.2,68.3,69.1,17.1,59.7,135.2,164.6,212.1
267,16.4,41.3,41.8,0.3,1.0,2.1,99.6,3.5
268,14.4,36.2,36.6,8.8,18.3,60.1,87.2,87.3
269,14.7,36.9,37.3,10.1,33.9,71.2,88.8,115.3
270,14.5,36.5,36.9,2.4,5.4,15.1,88.0,23.0
271,0.5,1.3,1.3,32.2,106.7,255.9,3.1,394.7
272,2.7,6.4,6.3,0.1,0.2,0.5,15.4,0.8
273,12.2,29.1,28.7,52.5,203.3,387.4,70.0,643.3
274,17.6,41.8,41.3,0.3,0.6,1.7,100.7,2.6
275,0.8,1.9,1.9,3.8,4.4,24.1,4.6,32.3
276,1.3,3.1,3.0,1.3,5.7,10.9,7.4,17.9
277,0.1,0.2,0.2,36.9,168.2,297.2,0.6,502.3
278,0.2,0.5,0.5,95.5,479.5,770.2,1.1,1345.2
279,0.0,0.0,0.0,28.3,135.4,226.2,0.0,389.9
280,0.0,0.0,0.0,41.9,208.2,339.2,0.0,589.2
281,0.2,0.5,0.5,111.7,559.2,900.8,1.1,1571.8
282,0.0,0.0,0.0,29.1,147.6,234.9,0.0,411.5
283,34.5,81.9,81.0,2.1,4.9,14.4,197.4,21.4
284,3.1,7.3,7.2,40.0,141.5,321.5,17.6,503.0
285,51.6,122.6,121.2,19.4,60.0,133.1,295.4,212.4
286,0.7,1.7,1.6,11.4,16.0,64.5,4.0,91.9
287,5.5,13.0,12.8,33.6,149.9,262.9,31.3,446.4
288,0.0,0.0,0.0,32.4,78.0,213.9,0.0,324.4
289,0.0,0.0,0.0,28.8,141.4,232.7,0.0,403.0
290,0.1,0.2,0.2,12.3,23.6,94.4,0.6,130.4
291,9.4,22.4,22.1,69.3,156.6,440.6,53.9,666.5
292,26.8,63.8,63.0,43.2,169.1,327.1,153.6,539.4
293,5.1,12.2,12.0,66.9,285.3,516.8,29.3,869.0
294,4.9,11.6,11.4,32.8,127.6,251.7,27.9,412.2
295,1.2,2.8,2.8,69.2,338.8,551.9,6.8,959.9
301,9.4,21.6,22.4,0.9,1.8,5.5,53.4,8.1
302,2.7,6.0,6.3,7.8,11.3,49.0,15.0,68.1
303,0.2,0.5,0.5,108.3,300.0,808.6,1.2,1216.8
304,38.6,85.2,89.5,8.7,34.2,68.4,213.3,111.3
305,46.5,102.8,108.1,0.9,2.4,6.1,257.4,9.4
306,13.0,28.8,30.3,4.2,15.2,31.5,72.1,51.0
307,3.4,7.6,8.0,89.6,400.5,704.0,19.0,1194.1
308,13.8,30.4,31.9,19.5,73.1,148.6,76.1,241.2
309,20.6,45.6,47.9,4.6,13.7,32.8,114.1,51.2
310,25.1,55.5,58.3,48.9,156.1,347.6,139.0,552.6
311,0.1,0.2,0.2,53.0,265.6,429.1,0.6,747.7
312,1.4,3.0,3.1,57.1,229.0,443.3,7.5,729.5
313,0.0,0.0,0.0,29.7,108.4,218.2,0.0,356.3
314,2.1,4.6,4.8,100.0,494.6,801.5,11.5,1396.0
315,0.0,0.0,0.0,14.5,56.6,108.6,0.0,179.6
316,0.0,0.0,0.0,13.8,42.8,95.0,0.0,151.6
317,41.2,94.3,92.8,0.6,2.1,4.6,228.3,7.3
318,37.5,85.6,84.3,2.2,7.2,15.6,207.3,25.0
319,1.9,4.4,4.3,0.1,0.4,1.0,10.5,1.5
320,36.1,82.5,81.2,46.2,174.3,352.5,199.7,573.0
321,29.8,68.2,67.0,1.5,4.6,11.3,165.0,17.4
322,8.4,19.1,18.8,3.4,9.9,23.5,46.3,36.8
323,9.5,21.6,21.3,13.1,46.3,105.3,52.4,164.7
324,0.0,0.0,0.0,92.8,323.5,733.6,0.0,1149.8
325,97.3,224.4,231.7,19.6,63.6,147.7,553.4,231.0
326,14.4,32.2,32.3,0.5,1.9,4.1,79.0,6.5
327,13.7,30.6,30.7,34.5,121.7,276.0,75.0,432.1
328,59.8,133.9,134.4,1.9,7.2,14.1,328.1,23.2
329,12.6,28.3,28.4,6.8,24.2,48.6,69.4,79.6
330,11.2,25.1,25.2,19.5,96.7,155.9,61.6,272.1
331,17.9,40.1,40.2,0.1,0.1,0.5,98.2,0.7
332,9.1,20.4,20.5,1.7,6.0,13.7,50.1,21.5
333,28.6,64.0,64.2,3.3,7.9,21.7,156.8,32.8
334,10.0,22.5,22.6,1.4,3.0,9.7,55.1,14.1
335,29.9,67.1,67.3,0.5,1.4,3.1,164.3,5.0
336,37.3,83.6,83.9,5.1,17.5,37.1,204.8,59.7
337,10.9,24.3,24.4,0.6,1.8,4.4,59.6,6.8
338,28.4,63.6,63.8,7.3,25.5,56.1,155.9,88.9
339,6.3,14.2,14.2,0.5,1.1,3.2,34.7,4.8
340,4.4,9.5,9.8,2.1,5.0,13.5,23.8,20.7
341,6.7,14.5,15.0,121.9,406.4,851.6,36.2,1379.8
342,20.4,44.0,45.5,16.3,53.5,113.4,109.9,183.3
343,25.0,53.8,55.7,1.2,2.2,7.5,134.4,10.9
344,23.9,51.4,53.2,1.4,3.6,9.8,128.5,14.8
345,14.9,32.2,33.3,8.4,29.1,66.7,80.4,104.2
346,20.2,43.5,45.0,37.4,121.7,270.1,108.7,429.2
347,41.6,104.4,102.7,19.5,65.2,137.3,248.7,222.0
348,9.9,24.8,24.4,17.8,58.9,123.8,59.1,200.4
349,53.8,134.8,132.7,9.4,40.9,72.0,321.2,122.3
350,17.2,43.1,42.4,3.3,9.7,22.5,102.8,35.6
351,17.7,44.5,43.8,0.4,1.0,2.4,106.0,3.8
352,34.6,86.8,85.4,1.0,2.5,6.7,206.9,10.1
353,20.9,52.5,51.6,7.0,33.2,55.7,125.0,96.0
354,20.5,51.5,50.7,0.8,2.3,5.7,122.7,8.7
355,23.6,59.2,58.2,1.1,3.8,8.7,141.0,13.6
356,0.9,2.3,2.3,0.0,0.0,0.0,5.6,0.0
357,3.8,9.4,9.3,25.6,90.3,205.3,22.5,321.2
358,3.5,8.7,8.5,0.3,0.6,1.7,20.6,2.6
359,27.2,68.1,67.0,0.4,0.5,2.0,162.2,2.9
360,11.0,25.0,25.5,49.2,139.7,343.6,61.6,532.5
361,33.2,75.5,77.0,18.3,64.8,137.9,185.8,220.9
362,19.8,45.1,46.0,41.4,141.8,291.7,110.8,474.9
363,0.0,0.0,0.0,39.5,168.9,299.6,0.0,508.1
364,1.6,3.6,3.6,2.0,2.8,11.8,8.8,16.6
365,24.7,56.2,57.3,1.8,5.3,11.9,138.3,18.9
366,23.8,54.2,55.2,20.6,52.0,137.5,133.2,210.1
367,5.7,13.0,13.2,60.7,277.9,485.9,31.9,824.5
368,0.0,0.0,0.0,39.6,120.1,269.2,0.0,428.8
369,0.4,1.0,1.0,26.3,73.3,176.9,2.4,276.4
370,22.9,52.0,52.0,0.7,1.5,5.6,126.9,7.8
371,10.9,24.7,24.7,0.1,0.1,0.5,60.3,0.7
372,4.3,9.7,9.7,9.4,46.4,75.1,23.6,130.9
373,23.7,53.7,53.7,3.7,15.0,28.9,131.1,47.6
374,3.1,7.0,7.0,5.9,28.2,47.4,17.2,81.6
375,1.7,3.9,3.9,95.6,180.1,616.3,9.5,892.0
376,10.6,24.0,24.0,37.2,117.1,271.8,58.6,426.1
377,4.4,9.9,9.9,26.0,91.0,207.7,24.3,324.7
401,2.7,5.9,6.0,26.6,57.9,196.0,14.6,280.6
402,15.3,33.9,34.9,3.0,11.6,22.5,84.2,37.1
403,5.9,15.5,15.7,13.6,45.7,105.9,37.2,165.2
404,15.1,39.7,40.2,6.3,20.7,48.0,94.9,75.1
405,8.9,23.4,23.7,5.1,10.2,32.4,56.1,47.7
406,1.6,4.2,4.3,7.4,26.4,59.4,10.1,93.1
407,13.4,35.2,35.6,0.5,1.8,3.9,84.2,6.2
408,0.0,0.0,0.0,8.6,23.0,59.2,0.0,90.8
409,2.4,5.4,5.5,0.4,0.4,2.2,13.3,3.0
410,2.3,6.1,6.1,1.4,2.0,8.1,14.5,11.5
411,0.2,0.5,0.5,0.0,0.0,0.0,1.1,0.0
412,0.1,0.2,0.2,55.4,81.0,368.9,0.5,505.3
413,15.5,40.8,41.4,3.6,12.7,28.9,97.7,45.1
414,0.0,0.0,0.0,27.8,41.1,202.0,0.0,270.9
415,0.0,0.0,0.0,22.9,86.5,191.3,0.0,300.6
416,0.0,0.0,0.0,7.8,17.8,57.6,0.0,83.3
417,7.1,18.7,18.9,0.0,0.0,0.0,44.7,0.0
418,0.8,2.1,2.1,2.3,3.3,13.1,5.0,18.7
419,43.6,114.7,116.1,6.3,15.1,42.8,274.5,64.2
431,0.8,2.1,2.1,4.8,22.0,38.5,5.0,65.3
432,14.4,32.6,32.6,7.1,15.8,46.3,79.6,69.2
433,5.2,13.8,14.0,1.2,4.4,9.8,33.0,15.4
434,0.4,1.3,1.3,0.4,0.5,2.8,3.0,3.6
435,38.6,108.5,105.9,88.0,374.5,700.0,253.0,1162.6
436,5.9,16.4,16.1,0.5,0.7,2.9,38.3,4.1
437,2.2,6.2,6.0,9.5,48.1,76.4,14.4,133.9
438,2.8,7.7,7.6,5.7,7.3,35.8,18.1,48.8
439,3.6,10.9,10.6,1.6,2.8,10.9,25.2,15.3
440,9.3,26.2,25.6,1.5,5.1,10.9,61.2,17.6
441,5.2,14.6,14.3,9.0,10.6,56.5,34.1,76.2
442,3.3,9.1,8.9,0.5,0.7,3.1,21.3,4.3
443,9.3,26.0,25.4,1.1,2.7,8.2,60.7,12.0
444,0.3,0.9,0.9,4.7,11.7,34.8,2.1,51.2
445,9.6,26.9,26.3,21.1,58.8,147.8,62.8,227.6
446,12.5,35.1,34.3,28.2,64.2,186.9,82.0,279.2
447,4.1,11.4,11.2,4.6,7.5,28.5,26.6,40.6
448,5.9,16.4,16.1,6.6,9.7,39.8,38.3,56.1
449,6.4,14.5,14.5,0.9,1.2,5.6,35.5,7.7
450,9.1,20.6,20.6,27.8,113.9,219.7,50.3,361.4
451,4.4,12.3,12.0,1.0,1.1,6.2,28.8,8.4
452,6.4,14.5,14.5,0.3,1.4,2.2,35.5,3.9
453,12.2,27.6,27.6,15.4,52.2,109.7,67.4,177.3
454,18.0,41.0,41.0,7.1,29.4,58.0,100.0,94.6
455,12.1,27.4,27.4,0.9,3.6,7.0,66.8,11.6
456,5.3,12.1,12.1,1.2,1.6,6.5,29.5,9.3
457,4.4,10.0,10.3,8.9,37.1,67.9,24.7,113.9
458,5.7,12.9,13.2,0.5,0.6,3.4,31.9,4.6
459,10.0,22.6,23.2,0.5,1.6,3.9,55.9,6.0
460,4.5,10.2,10.5,15.0,44.5,103.1,25.3,162.6
461,8.9,20.0,20.5,3.0,6.0,19.8,49.4,28.8
462,2.8,6.3,6.5,2.4,10.4,18.6,15.7,31.4
501,10.2,31.9,31.1,0.8,2.4,5.2,73.2,8.3
502,33.3,104.0,101.6,2.0,7.1,14.8,238.9,23.9
503,14.2,44.5,43.4,5.8,20.3,45.9,102.1,72.0
504,15.4,48.3,47.1,0.8,1.7,5.2,110.9,7.7
505,36.3,96.4,95.3,14.5,47.6,108.8,228.1,171.0
506,24.5,65.0,64.3,2.0,4.3,12.9,153.8,19.3
507,37.3,99.0,97.9,2.3,8.5,17.0,234.2,27.8
508,10.1,26.8,26.5,1.7,7.1,14.0,63.4,22.8
509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,9.6,25.4,25.1,0.6,1.9,4.5,60.1,7.0
511,4.9,13.0,12.8,0.5,1.9,3.8,30.7,6.1
512,2.6,6.9,6.8,8.0,38.3,63.8,16.4,110.0
513,13.5,35.9,35.4,1.3,5.0,11.0,84.8,17.3
514,2.4,6.4,6.3,2.1,3.8,12.7,15.2,18.6
515,4.2,11.3,11.1,3.6,5.0,20.1,26.6,28.7
516,16.4,43.4,42.9,1.4,3.5,9.4,102.7,14.2
517,12.4,32.8,32.5,9.4,33.4,75.1,77.7,117.9
518,20.8,55.2,54.5,3.7,6.1,21.8,130.4,31.6
519,12.3,33.0,32.1,0.5,1.3,3.5,77.4,5.2
520,9.6,25.6,25.0,16.3,54.0,128.8,60.2,199.2
521,50.7,135.5,132.1,1.3,3.8,9.6,318.3,14.7
522,53.2,142.2,138.6,1.3,4.3,9.7,334.1,15.3
523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,17.8,47.5,46.3,0.3,1.1,2.4,111.5,3.8
525,23.7,63.2,61.6,2.2,5.7,15.3,148.5,23.2
526,42.7,114.1,111.2,0.6,1.3,4.0,268.1,5.9
527,28.6,76.4,74.4,6.7,19.5,48.1,179.3,74.3
528,18.9,50.5,49.2,26.3,92.8,210.8,118.6,329.8
529,22.7,60.6,59.0,1.9,4.2,12.4,142.2,18.5
530,0.0,0.0,0.0,3.3,9.8,21.8,0.0,34.8
531,9.4,25.2,24.5,0.1,0.2,0.5,59.1,0.8
532,39.0,109.4,104.3,17.2,63.7,132.2,252.6,213.1
533,22.5,63.2,60.3,36.5,145.0,278.1,146.1,459.6
534,31.1,87.3,83.3,146.9,508.3,1042.6,201.7,1697.8
535,13.4,37.1,36.7,74.1,322.5,575.4,87.2,971.9
536,9.0,24.8,24.5,3.2,9.3,21.5,58.2,34.1
537,3.4,9.5,9.4,36.1,110.3,277.6,22.4,424.0
538,5.5,15.1,15.0,1.0,3.5,7.9,35.6,12.3
539,1.1,3.0,3.0,25.6,69.1,197.8,7.2,292.6
540,0.3,0.8,0.8,38.4,123.1,294.6,1.9,456.1
541,16.1,44.7,44.2,63.1,284.5,489.1,105.0,836.7
542,11.1,30.8,30.4,86.2,402.8,679.5,72.2,1168.5
543,9.0,22.3,22.3,16.5,56.4,130.4,53.5,203.4
544,17.7,44.2,44.1,15.1,24.9,113.9,106.0,153.9
545,17.5,43.5,43.5,8.7,30.0,66.1,104.5,104.8
546,19.0,47.2,47.1,1.8,4.1,11.6,113.2,17.5
547,0.0,0.0,0.0,39.5,161.0,328.0,0.0,528.4
548,2.8,8.5,8.2,1.1,3.6,8.6,19.5,13.3
549,16.5,49.8,48.5,7.3,22.9,50.3,114.8,80.5
550,63.7,191.8,186.7,54.2,163.9,368.0,442.2,586.0
551,12.0,36.0,35.1,0.6,1.6,4.3,83.1,6.5
552,0.6,2.4,2.3,51.2,80.9,391.4,5.2,523.5
553,0.8,2.9,2.8,3.6,9.6,29.1,6.6,42.3
554,1.3,4.9,4.7,13.9,37.9,94.9,10.9,146.6
555,1.3,4.7,4.5,48.3,146.8,344.7,10.5,539.7
601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
